session,evaluator,qo_len,host_elapsed_us,source
2,SCNA lane8 d8,8,1018,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1132,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1128,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1123,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1127,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1125,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1126,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1127,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1134,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1122,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1016,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1058,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1065,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1054,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1075,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1044,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1064,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1062,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1083,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1066,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1083,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1079,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1059,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1083,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1055,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1083,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1098,scna_lane8_q8_0.log
2,SCNA lane8 d8,8,1010,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1127,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1114,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1076,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1107,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1088,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1105,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1103,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1076,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1084,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1102,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1079,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1078,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1112,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1000,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,992,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1099,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1072,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1070,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1073,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1069,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1068,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1114,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1063,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1090,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1063,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1089,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1012,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1080,scna_lane8_q8_1.log
2,SCNA lane8 d8,8,1092,scna_lane8_q8_1.log
2,Origin-HVX,32,1249,baseline_q32.log
2,Origin-HVX,32,1205,baseline_q32.log
2,Origin-HVX,32,1207,baseline_q32.log
2,Origin-HVX,32,1229,baseline_q32.log
2,Origin-HVX,32,1208,baseline_q32.log
2,Origin-HVX,32,1214,baseline_q32.log
2,Origin-HVX,32,1259,baseline_q32.log
2,Origin-HVX,32,1202,baseline_q32.log
2,Origin-HVX,32,1203,baseline_q32.log
2,Origin-HVX,32,1211,baseline_q32.log
2,Origin-HVX,32,1241,baseline_q32.log
2,Origin-HVX,32,1323,baseline_q32.log
2,Origin-HVX,32,1242,baseline_q32.log
2,Origin-HVX,32,1336,baseline_q32.log
2,Origin-HVX,32,1338,baseline_q32.log
2,Origin-HVX,32,1326,baseline_q32.log
2,Origin-HVX,32,1304,baseline_q32.log
2,Origin-HVX,32,1339,baseline_q32.log
2,Origin-HVX,32,1335,baseline_q32.log
2,Origin-HVX,32,1329,baseline_q32.log
2,Origin-HVX,32,1360,baseline_q32.log
2,Origin-HVX,32,1251,baseline_q32.log
2,Origin-HVX,32,1330,baseline_q32.log
2,Origin-HVX,32,1279,baseline_q32.log
2,Origin-HVX,32,1260,baseline_q32.log
2,Origin-HVX,32,1231,baseline_q32.log
2,Origin-HVX,32,1243,baseline_q32.log
2,Origin-HVX,32,1277,baseline_q32.log
2,Origin-HVX,32,1239,baseline_q32.log
2,Origin-HVX,32,1286,baseline_q32.log
2,LUT-EXP,8,663,lut_exp_q8.log
2,LUT-EXP,8,661,lut_exp_q8.log
2,LUT-EXP,8,583,lut_exp_q8.log
2,LUT-EXP,8,669,lut_exp_q8.log
2,LUT-EXP,8,656,lut_exp_q8.log
2,LUT-EXP,8,663,lut_exp_q8.log
2,LUT-EXP,8,675,lut_exp_q8.log
2,LUT-EXP,8,683,lut_exp_q8.log
2,LUT-EXP,8,579,lut_exp_q8.log
2,LUT-EXP,8,650,lut_exp_q8.log
2,LUT-EXP,8,545,lut_exp_q8.log
2,LUT-EXP,8,673,lut_exp_q8.log
2,LUT-EXP,8,666,lut_exp_q8.log
2,LUT-EXP,8,663,lut_exp_q8.log
2,LUT-EXP,8,584,lut_exp_q8.log
2,LUT-EXP,8,552,lut_exp_q8.log
2,LUT-EXP,8,560,lut_exp_q8.log
2,LUT-EXP,8,620,lut_exp_q8.log
2,LUT-EXP,8,591,lut_exp_q8.log
2,LUT-EXP,8,682,lut_exp_q8.log
2,LUT-EXP,8,657,lut_exp_q8.log
2,LUT-EXP,8,656,lut_exp_q8.log
2,LUT-EXP,8,645,lut_exp_q8.log
2,LUT-EXP,8,655,lut_exp_q8.log
2,LUT-EXP,8,654,lut_exp_q8.log
2,LUT-EXP,8,647,lut_exp_q8.log
2,LUT-EXP,8,656,lut_exp_q8.log
2,LUT-EXP,8,654,lut_exp_q8.log
2,LUT-EXP,8,647,lut_exp_q8.log
2,LUT-EXP,8,651,lut_exp_q8.log
2,SCNA lane8 d8,32,3001,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2968,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2935,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2926,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3024,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3068,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2961,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3007,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2973,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3040,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2980,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2965,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3035,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3010,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3003,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3057,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2995,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2984,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3016,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2930,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2998,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3039,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3047,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3032,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2988,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3051,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2945,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3024,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,3042,scna_lane8_q32_0.log
2,SCNA lane8 d8,32,2933,scna_lane8_q32_0.log
2,SCNA serial d8,4,584,scna_serial_q4_1.log
2,SCNA serial d8,4,638,scna_serial_q4_1.log
2,SCNA serial d8,4,621,scna_serial_q4_1.log
2,SCNA serial d8,4,642,scna_serial_q4_1.log
2,SCNA serial d8,4,643,scna_serial_q4_1.log
2,SCNA serial d8,4,617,scna_serial_q4_1.log
2,SCNA serial d8,4,623,scna_serial_q4_1.log
2,SCNA serial d8,4,617,scna_serial_q4_1.log
2,SCNA serial d8,4,612,scna_serial_q4_1.log
2,SCNA serial d8,4,625,scna_serial_q4_1.log
2,SCNA serial d8,4,556,scna_serial_q4_1.log
2,SCNA serial d8,4,668,scna_serial_q4_1.log
2,SCNA serial d8,4,635,scna_serial_q4_1.log
2,SCNA serial d8,4,646,scna_serial_q4_1.log
2,SCNA serial d8,4,568,scna_serial_q4_1.log
2,SCNA serial d8,4,629,scna_serial_q4_1.log
2,SCNA serial d8,4,622,scna_serial_q4_1.log
2,SCNA serial d8,4,602,scna_serial_q4_1.log
2,SCNA serial d8,4,633,scna_serial_q4_1.log
2,SCNA serial d8,4,615,scna_serial_q4_1.log
2,SCNA serial d8,4,631,scna_serial_q4_1.log
2,SCNA serial d8,4,641,scna_serial_q4_1.log
2,SCNA serial d8,4,636,scna_serial_q4_1.log
2,SCNA serial d8,4,670,scna_serial_q4_1.log
2,SCNA serial d8,4,598,scna_serial_q4_1.log
2,SCNA serial d8,4,626,scna_serial_q4_1.log
2,SCNA serial d8,4,616,scna_serial_q4_1.log
2,SCNA serial d8,4,649,scna_serial_q4_1.log
2,SCNA serial d8,4,639,scna_serial_q4_1.log
2,SCNA serial d8,4,617,scna_serial_q4_1.log
2,SCNA serial d8,16,990,scna_serial_q16_1.log
2,SCNA serial d8,16,987,scna_serial_q16_1.log
2,SCNA serial d8,16,989,scna_serial_q16_1.log
2,SCNA serial d8,16,985,scna_serial_q16_1.log
2,SCNA serial d8,16,985,scna_serial_q16_1.log
2,SCNA serial d8,16,988,scna_serial_q16_1.log
2,SCNA serial d8,16,985,scna_serial_q16_1.log
2,SCNA serial d8,16,988,scna_serial_q16_1.log
2,SCNA serial d8,16,988,scna_serial_q16_1.log
2,SCNA serial d8,16,1040,scna_serial_q16_1.log
2,SCNA serial d8,16,1022,scna_serial_q16_1.log
2,SCNA serial d8,16,970,scna_serial_q16_1.log
2,SCNA serial d8,16,965,scna_serial_q16_1.log
2,SCNA serial d8,16,1088,scna_serial_q16_1.log
2,SCNA serial d8,16,1069,scna_serial_q16_1.log
2,SCNA serial d8,16,967,scna_serial_q16_1.log
2,SCNA serial d8,16,1081,scna_serial_q16_1.log
2,SCNA serial d8,16,1078,scna_serial_q16_1.log
2,SCNA serial d8,16,1050,scna_serial_q16_1.log
2,SCNA serial d8,16,1062,scna_serial_q16_1.log
2,SCNA serial d8,16,1044,scna_serial_q16_1.log
2,SCNA serial d8,16,980,scna_serial_q16_1.log
2,SCNA serial d8,16,1061,scna_serial_q16_1.log
2,SCNA serial d8,16,1041,scna_serial_q16_1.log
2,SCNA serial d8,16,1053,scna_serial_q16_1.log
2,SCNA serial d8,16,1001,scna_serial_q16_1.log
2,SCNA serial d8,16,979,scna_serial_q16_1.log
2,SCNA serial d8,16,1009,scna_serial_q16_1.log
2,SCNA serial d8,16,1012,scna_serial_q16_1.log
2,SCNA serial d8,16,1060,scna_serial_q16_1.log
2,SCNA serial d8,8,759,scna_serial_q8_0.log
2,SCNA serial d8,8,758,scna_serial_q8_0.log
2,SCNA serial d8,8,747,scna_serial_q8_0.log
2,SCNA serial d8,8,796,scna_serial_q8_0.log
2,SCNA serial d8,8,756,scna_serial_q8_0.log
2,SCNA serial d8,8,761,scna_serial_q8_0.log
2,SCNA serial d8,8,759,scna_serial_q8_0.log
2,SCNA serial d8,8,777,scna_serial_q8_0.log
2,SCNA serial d8,8,752,scna_serial_q8_0.log
2,SCNA serial d8,8,741,scna_serial_q8_0.log
2,SCNA serial d8,8,743,scna_serial_q8_0.log
2,SCNA serial d8,8,745,scna_serial_q8_0.log
2,SCNA serial d8,8,739,scna_serial_q8_0.log
2,SCNA serial d8,8,740,scna_serial_q8_0.log
2,SCNA serial d8,8,735,scna_serial_q8_0.log
2,SCNA serial d8,8,742,scna_serial_q8_0.log
2,SCNA serial d8,8,841,scna_serial_q8_0.log
2,SCNA serial d8,8,829,scna_serial_q8_0.log
2,SCNA serial d8,8,789,scna_serial_q8_0.log
2,SCNA serial d8,8,789,scna_serial_q8_0.log
2,SCNA serial d8,8,784,scna_serial_q8_0.log
2,SCNA serial d8,8,825,scna_serial_q8_0.log
2,SCNA serial d8,8,802,scna_serial_q8_0.log
2,SCNA serial d8,8,776,scna_serial_q8_0.log
2,SCNA serial d8,8,792,scna_serial_q8_0.log
2,SCNA serial d8,8,805,scna_serial_q8_0.log
2,SCNA serial d8,8,809,scna_serial_q8_0.log
2,SCNA serial d8,8,784,scna_serial_q8_0.log
2,SCNA serial d8,8,786,scna_serial_q8_0.log
2,SCNA serial d8,8,702,scna_serial_q8_0.log
2,SCNA serial d8,32,1783,scna_serial_q32_1.log
2,SCNA serial d8,32,1730,scna_serial_q32_1.log
2,SCNA serial d8,32,1784,scna_serial_q32_1.log
2,SCNA serial d8,32,1754,scna_serial_q32_1.log
2,SCNA serial d8,32,1736,scna_serial_q32_1.log
2,SCNA serial d8,32,1701,scna_serial_q32_1.log
2,SCNA serial d8,32,1746,scna_serial_q32_1.log
2,SCNA serial d8,32,1755,scna_serial_q32_1.log
2,SCNA serial d8,32,1726,scna_serial_q32_1.log
2,SCNA serial d8,32,1742,scna_serial_q32_1.log
2,SCNA serial d8,32,1735,scna_serial_q32_1.log
2,SCNA serial d8,32,1733,scna_serial_q32_1.log
2,SCNA serial d8,32,1796,scna_serial_q32_1.log
2,SCNA serial d8,32,1728,scna_serial_q32_1.log
2,SCNA serial d8,32,1737,scna_serial_q32_1.log
2,SCNA serial d8,32,1730,scna_serial_q32_1.log
2,SCNA serial d8,32,1681,scna_serial_q32_1.log
2,SCNA serial d8,32,1726,scna_serial_q32_1.log
2,SCNA serial d8,32,1779,scna_serial_q32_1.log
2,SCNA serial d8,32,1760,scna_serial_q32_1.log
2,SCNA serial d8,32,1759,scna_serial_q32_1.log
2,SCNA serial d8,32,1735,scna_serial_q32_1.log
2,SCNA serial d8,32,1733,scna_serial_q32_1.log
2,SCNA serial d8,32,1728,scna_serial_q32_1.log
2,SCNA serial d8,32,1728,scna_serial_q32_1.log
2,SCNA serial d8,32,1779,scna_serial_q32_1.log
2,SCNA serial d8,32,1730,scna_serial_q32_1.log
2,SCNA serial d8,32,1732,scna_serial_q32_1.log
2,SCNA serial d8,32,1756,scna_serial_q32_1.log
2,SCNA serial d8,32,1756,scna_serial_q32_1.log
2,LUT-EXP,4,555,lut_exp_q4.log
2,LUT-EXP,4,569,lut_exp_q4.log
2,LUT-EXP,4,459,lut_exp_q4.log
2,LUT-EXP,4,559,lut_exp_q4.log
2,LUT-EXP,4,556,lut_exp_q4.log
2,LUT-EXP,4,462,lut_exp_q4.log
2,LUT-EXP,4,557,lut_exp_q4.log
2,LUT-EXP,4,556,lut_exp_q4.log
2,LUT-EXP,4,558,lut_exp_q4.log
2,LUT-EXP,4,556,lut_exp_q4.log
2,LUT-EXP,4,572,lut_exp_q4.log
2,LUT-EXP,4,557,lut_exp_q4.log
2,LUT-EXP,4,464,lut_exp_q4.log
2,LUT-EXP,4,557,lut_exp_q4.log
2,LUT-EXP,4,554,lut_exp_q4.log
2,LUT-EXP,4,571,lut_exp_q4.log
2,LUT-EXP,4,554,lut_exp_q4.log
2,LUT-EXP,4,559,lut_exp_q4.log
2,LUT-EXP,4,564,lut_exp_q4.log
2,LUT-EXP,4,469,lut_exp_q4.log
2,LUT-EXP,4,554,lut_exp_q4.log
2,LUT-EXP,4,557,lut_exp_q4.log
2,LUT-EXP,4,578,lut_exp_q4.log
2,LUT-EXP,4,560,lut_exp_q4.log
2,LUT-EXP,4,555,lut_exp_q4.log
2,LUT-EXP,4,474,lut_exp_q4.log
2,LUT-EXP,4,584,lut_exp_q4.log
2,LUT-EXP,4,533,lut_exp_q4.log
2,LUT-EXP,4,524,lut_exp_q4.log
2,LUT-EXP,4,521,lut_exp_q4.log
2,Origin-HVX,8,657,baseline_q8.log
2,Origin-HVX,8,654,baseline_q8.log
2,Origin-HVX,8,690,baseline_q8.log
2,Origin-HVX,8,662,baseline_q8.log
2,Origin-HVX,8,574,baseline_q8.log
2,Origin-HVX,8,666,baseline_q8.log
2,Origin-HVX,8,659,baseline_q8.log
2,Origin-HVX,8,662,baseline_q8.log
2,Origin-HVX,8,660,baseline_q8.log
2,Origin-HVX,8,661,baseline_q8.log
2,Origin-HVX,8,659,baseline_q8.log
2,Origin-HVX,8,680,baseline_q8.log
2,Origin-HVX,8,679,baseline_q8.log
2,Origin-HVX,8,685,baseline_q8.log
2,Origin-HVX,8,688,baseline_q8.log
2,Origin-HVX,8,680,baseline_q8.log
2,Origin-HVX,8,677,baseline_q8.log
2,Origin-HVX,8,678,baseline_q8.log
2,Origin-HVX,8,676,baseline_q8.log
2,Origin-HVX,8,682,baseline_q8.log
2,Origin-HVX,8,676,baseline_q8.log
2,Origin-HVX,8,677,baseline_q8.log
2,Origin-HVX,8,676,baseline_q8.log
2,Origin-HVX,8,679,baseline_q8.log
2,Origin-HVX,8,675,baseline_q8.log
2,Origin-HVX,8,565,baseline_q8.log
2,Origin-HVX,8,564,baseline_q8.log
2,Origin-HVX,8,564,baseline_q8.log
2,Origin-HVX,8,566,baseline_q8.log
2,Origin-HVX,8,563,baseline_q8.log
2,SCNA serial d8,4,644,scna_serial_q4_0.log
2,SCNA serial d8,4,642,scna_serial_q4_0.log
2,SCNA serial d8,4,636,scna_serial_q4_0.log
2,SCNA serial d8,4,627,scna_serial_q4_0.log
2,SCNA serial d8,4,617,scna_serial_q4_0.log
2,SCNA serial d8,4,624,scna_serial_q4_0.log
2,SCNA serial d8,4,621,scna_serial_q4_0.log
2,SCNA serial d8,4,622,scna_serial_q4_0.log
2,SCNA serial d8,4,666,scna_serial_q4_0.log
2,SCNA serial d8,4,667,scna_serial_q4_0.log
2,SCNA serial d8,4,637,scna_serial_q4_0.log
2,SCNA serial d8,4,621,scna_serial_q4_0.log
2,SCNA serial d8,4,634,scna_serial_q4_0.log
2,SCNA serial d8,4,638,scna_serial_q4_0.log
2,SCNA serial d8,4,616,scna_serial_q4_0.log
2,SCNA serial d8,4,619,scna_serial_q4_0.log
2,SCNA serial d8,4,635,scna_serial_q4_0.log
2,SCNA serial d8,4,633,scna_serial_q4_0.log
2,SCNA serial d8,4,638,scna_serial_q4_0.log
2,SCNA serial d8,4,618,scna_serial_q4_0.log
2,SCNA serial d8,4,620,scna_serial_q4_0.log
2,SCNA serial d8,4,629,scna_serial_q4_0.log
2,SCNA serial d8,4,634,scna_serial_q4_0.log
2,SCNA serial d8,4,622,scna_serial_q4_0.log
2,SCNA serial d8,4,625,scna_serial_q4_0.log
2,SCNA serial d8,4,619,scna_serial_q4_0.log
2,SCNA serial d8,4,636,scna_serial_q4_0.log
2,SCNA serial d8,4,625,scna_serial_q4_0.log
2,SCNA serial d8,4,614,scna_serial_q4_0.log
2,SCNA serial d8,4,617,scna_serial_q4_0.log
2,SCNA serial d8,16,992,scna_serial_q16_0.log
2,SCNA serial d8,16,1000,scna_serial_q16_0.log
2,SCNA serial d8,16,1012,scna_serial_q16_0.log
2,SCNA serial d8,16,990,scna_serial_q16_0.log
2,SCNA serial d8,16,1053,scna_serial_q16_0.log
2,SCNA serial d8,16,1009,scna_serial_q16_0.log
2,SCNA serial d8,16,1164,scna_serial_q16_0.log
2,SCNA serial d8,16,1042,scna_serial_q16_0.log
2,SCNA serial d8,16,1015,scna_serial_q16_0.log
2,SCNA serial d8,16,1007,scna_serial_q16_0.log
2,SCNA serial d8,16,988,scna_serial_q16_0.log
2,SCNA serial d8,16,995,scna_serial_q16_0.log
2,SCNA serial d8,16,998,scna_serial_q16_0.log
2,SCNA serial d8,16,1008,scna_serial_q16_0.log
2,SCNA serial d8,16,1013,scna_serial_q16_0.log
2,SCNA serial d8,16,1057,scna_serial_q16_0.log
2,SCNA serial d8,16,1025,scna_serial_q16_0.log
2,SCNA serial d8,16,1064,scna_serial_q16_0.log
2,SCNA serial d8,16,1079,scna_serial_q16_0.log
2,SCNA serial d8,16,971,scna_serial_q16_0.log
2,SCNA serial d8,16,967,scna_serial_q16_0.log
2,SCNA serial d8,16,1068,scna_serial_q16_0.log
2,SCNA serial d8,16,1063,scna_serial_q16_0.log
2,SCNA serial d8,16,1088,scna_serial_q16_0.log
2,SCNA serial d8,16,1063,scna_serial_q16_0.log
2,SCNA serial d8,16,1052,scna_serial_q16_0.log
2,SCNA serial d8,16,1027,scna_serial_q16_0.log
2,SCNA serial d8,16,1035,scna_serial_q16_0.log
2,SCNA serial d8,16,964,scna_serial_q16_0.log
2,SCNA serial d8,16,1072,scna_serial_q16_0.log
2,Origin-HVX,4,550,baseline_q4.log
2,Origin-HVX,4,550,baseline_q4.log
2,Origin-HVX,4,550,baseline_q4.log
2,Origin-HVX,4,548,baseline_q4.log
2,Origin-HVX,4,553,baseline_q4.log
2,Origin-HVX,4,548,baseline_q4.log
2,Origin-HVX,4,560,baseline_q4.log
2,Origin-HVX,4,558,baseline_q4.log
2,Origin-HVX,4,557,baseline_q4.log
2,Origin-HVX,4,569,baseline_q4.log
2,Origin-HVX,4,559,baseline_q4.log
2,Origin-HVX,4,559,baseline_q4.log
2,Origin-HVX,4,569,baseline_q4.log
2,Origin-HVX,4,559,baseline_q4.log
2,Origin-HVX,4,554,baseline_q4.log
2,Origin-HVX,4,552,baseline_q4.log
2,Origin-HVX,4,556,baseline_q4.log
2,Origin-HVX,4,575,baseline_q4.log
2,Origin-HVX,4,575,baseline_q4.log
2,Origin-HVX,4,548,baseline_q4.log
2,Origin-HVX,4,502,baseline_q4.log
2,Origin-HVX,4,537,baseline_q4.log
2,Origin-HVX,4,560,baseline_q4.log
2,Origin-HVX,4,498,baseline_q4.log
2,Origin-HVX,4,498,baseline_q4.log
2,Origin-HVX,4,619,baseline_q4.log
2,Origin-HVX,4,492,baseline_q4.log
2,Origin-HVX,4,619,baseline_q4.log
2,Origin-HVX,4,620,baseline_q4.log
2,Origin-HVX,4,619,baseline_q4.log
2,SCNA lane8 d8,32,2849,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2850,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2951,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2980,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2901,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2930,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2923,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2938,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2945,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2902,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2967,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2866,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2891,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2861,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2871,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2864,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2893,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2853,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2937,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2854,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2882,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2881,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2978,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2902,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2910,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2918,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2917,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2930,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2927,scna_lane8_q32_1.log
2,SCNA lane8 d8,32,2946,scna_lane8_q32_1.log
3,LUT-EXP,16,737,lut_exp_q16.log
3,LUT-EXP,16,774,lut_exp_q16.log
3,LUT-EXP,16,754,lut_exp_q16.log
3,LUT-EXP,16,760,lut_exp_q16.log
3,LUT-EXP,16,767,lut_exp_q16.log
3,LUT-EXP,16,753,lut_exp_q16.log
3,LUT-EXP,16,755,lut_exp_q16.log
3,LUT-EXP,16,755,lut_exp_q16.log
3,LUT-EXP,16,760,lut_exp_q16.log
3,LUT-EXP,16,740,lut_exp_q16.log
3,LUT-EXP,16,807,lut_exp_q16.log
3,LUT-EXP,16,746,lut_exp_q16.log
3,LUT-EXP,16,749,lut_exp_q16.log
3,LUT-EXP,16,738,lut_exp_q16.log
3,LUT-EXP,16,756,lut_exp_q16.log
3,LUT-EXP,16,746,lut_exp_q16.log
3,LUT-EXP,16,795,lut_exp_q16.log
3,LUT-EXP,16,788,lut_exp_q16.log
3,LUT-EXP,16,783,lut_exp_q16.log
3,LUT-EXP,16,704,lut_exp_q16.log
3,LUT-EXP,16,791,lut_exp_q16.log
3,LUT-EXP,16,783,lut_exp_q16.log
3,LUT-EXP,16,795,lut_exp_q16.log
3,LUT-EXP,16,793,lut_exp_q16.log
3,LUT-EXP,16,784,lut_exp_q16.log
3,LUT-EXP,16,672,lut_exp_q16.log
3,LUT-EXP,16,781,lut_exp_q16.log
3,LUT-EXP,16,785,lut_exp_q16.log
3,LUT-EXP,16,794,lut_exp_q16.log
3,LUT-EXP,16,676,lut_exp_q16.log
3,SCNA lane8 d8,16,1634,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1641,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1528,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1524,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1627,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1585,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1556,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1600,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1551,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1569,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1548,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1561,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1561,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1559,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1561,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1673,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1609,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1570,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1662,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1540,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1612,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1588,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1598,scna_lane8_q16_1.log
3,SCNA lane8 d8,16,1653,scna_lane8_q16_1.log
