mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,warmup,0,2353,101,2341,98,2333,8,20,0,0,0,9,76,2124,34,2243,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,warmup,1,2284,102,2280,99,2274,6,19,0,0,0,8,75,2100,33,2217,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,warmup,2,2323,96,2320,93,2314,6,20,0,0,0,7,75,2095,34,2212,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,warmup,3,2274,105,2270,103,2266,4,19,0,0,0,7,76,2069,33,2185,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,warmup,4,2316,114,2312,111,2305,7,18,0,0,0,8,75,2096,33,2212,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,0,2258,160,2252,156,2247,5,18,0,0,0,8,75,2085,33,2201,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,1,2334,120,2330,117,2320,10,19,0,0,0,8,75,2095,33,2212,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,2,2336,113,2331,110,2325,6,19,0,0,0,8,75,2110,33,2226,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,3,2358,137,2353,133,2347,6,19,0,0,0,9,76,2109,33,2227,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,4,2322,181,2315,177,2310,5,17,0,0,0,9,75,2128,33,2245,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,5,2300,181,2294,177,2286,8,17,0,0,0,8,75,2128,33,2245,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,6,2292,164,2286,160,2280,6,17,0,0,0,9,75,2133,35,2253,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,7,2356,199,2349,195,2339,10,17,0,0,0,9,75,2112,33,2229,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,8,2323,174,2316,169,2307,9,17,0,0,0,10,75,2141,33,2259,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,9,2321,190,2313,186,2305,8,16,0,0,0,10,75,2112,34,2231,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,10,2342,175,2336,170,2327,9,17,0,0,0,8,75,2111,33,2228,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,11,2274,179,2267,174,2259,8,17,0,0,0,8,75,2129,33,2246,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,12,2275,188,2268,184,2261,7,16,0,0,0,9,75,2108,33,2225,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,13,2271,155,2265,151,2253,12,17,0,0,0,8,75,2125,33,2242,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,14,2334,179,2328,175,2320,8,17,0,0,0,9,75,2102,33,2220,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,15,2266,187,2260,183,2254,6,17,0,0,0,8,75,2121,33,2238,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,16,2291,181,2284,177,2276,8,15,0,0,0,9,75,2114,33,2232,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,17,2364,186,2357,182,2352,5,18,0,0,0,9,76,2108,33,2226,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,18,2334,160,2328,156,2322,6,18,0,0,0,8,75,2126,33,2242,23e201cc6e23589a,0
baseline,legacy,legacy-usleep50,0,0,low-capacity,32,4096,12,2,128,measure,19,2349,167,2343,162,2336,7,17,0,0,0,8,75,2113,33,2230,23e201cc6e23589a,0
